id,book_level,vocab,english_meaning,vietnamese_meaning,word_type,component
1447,HSK 4,道理,Reason / Principle / Truth,"Lý do, đạo lý",Noun,道 = way + 理 = logic
1448,HSK 4,除了,Besides / Except,Ngoại trừ,Prep,除 = remove + 了 = particle
1449,HSK 4,除此以外,besides,Ngoài ra,conjunction / phrase,"除此以外 (besides) = 除 (remove) + 此 (this) + 以 (by means of) + 外 (outside)  
除 (remove) = 阝 (mound) + 余 (surplus)  
此 (this) = 止 (stop) + 匕 (spoon)  
以 (by means of) = 以 (self radical itself)  
外 (outside) = 夕 (evening) + 卜 (divine)"
1450,HSK 4,静,Quiet / Calm / Still / Silent,"Yên tĩnh, lặng lẽ",Adj,青 = clear + 争 = strive
1451,HSK 4,革命,Revolution / Change,Cách mạng,Noun/Verb,革 = leather + 命 = life
1452,HSK 4,领导,Lead / Leader / Leadership,"Lãnh đạo, người lãnh đạo",Verb/Noun,令 = command + 页 = head
1453,HSK 4,餐厅,Dining Hall / Restaurant,"Nhà hàng, phòng ăn",Noun,餐 = meal + 厅 = hall
1454,HSK 4,麻烦,Trouble / Bother / Inconvenient,"Phức tạp, phiền phức",Noun/Verb/Adj,木 = tree + 麻 = hemp
1455,HSK 4,黄,Yellow / Surname,Vàng,Adj/Noun,艹 = grass + 由 + 八
1456,HSK 4,黑板,Blackboard,Bảng đen,Noun,黑 = black + 板 = board
1457,HSK 5,不惜,Not Spare / Not Hesitate / Regardless Of,"Không tiếc, bất chấp",Phrase,Bất=không + Tích=tiếc
1458,HSK 5,举办,Hold / Run / Organize,"Tổ chức, tiến hành",Verb,Cử=tổ chức + Bàn=thiết lập
1459,HSK 5,举动,Move / Act / Activity / Behavior,"Hành động, cử chỉ",Noun,Cử=cử chỉ + Động=hành động
1460,HSK 5,交易,Business / Transaction / Deal / Trade,"Giao dịch, thương mại",Noun,Giao=trao đổi + Dịch=dịch vụ
1461,HSK 5,交错,Interlock / Crisscross / Staggered,"Xếp chồng xen kẽ, đan xen",Verb/Adj,Giao=đan nhau + Thoa=chen nhau
1462,HSK 5,仓促,Hasty / Hurried / All Of A Sudden,"Vội vàng, gấp gáp",Adj/Adv,Thương=vội vàng + Xúc=vội vã
1463,HSK 5,保卫,Defend / Protect / Safeguard,"Bảo vệ, phòng thủ",Verb,Bảo=bảo + vệ=vệ
1464,HSK 5,保存,Preserve / Keep / Conserve / Store,"Bảo quản, lưu giữ",Verb,Bảo=bảo + tồn=tồn tại
1465,HSK 5,保密,Keep Secret / Confidentiality,"Bảo mật, giữ bí mật",Phrase,Bảo=bảo + mật=bí mật
1466,HSK 5,保留,Retain / Keep / Reserve / Hold Back,"Bảo lưu, giữ lại, duy trì",Verb/Noun,Bảo=bảo + lưu=lưu
1467,HSK 5,保障,Guarantee / Ensure / Safeguard,"Bảo đảm, bảo vệ",Verb/Noun,Bảo=bảo + chướng=chướng ngại
1468,HSK 5,倔强,Stubborn / Unyielding / Obstinate,"Cương ngạnh, bướng bỉnh",Adj,Cường=cương quyết + Kiệt=ngạnh ngắt
1469,HSK 5,借口,Excuse / Pretext / Use As An Excuse,"Lý do, cớ, lấy làm lý do",Noun/Jiè=giải thích + Kǒu=miệng,
1470,HSK 5,借鉴,Draw Lessons From / Use For Reference,"Học hỏi kinh nghiệm, tham chiếu",Verb,Giới=tham khảo + Giám=kiểm chứng
1471,HSK 5,假设,Suppose / Assume / Hypothesis / Presume,"Giả định, giả sử",Verb/Noun,Giả=giả sử + Thiết=thiết lập
1472,HSK 5,健全,Sound / Perfect / Improve / Make Complete,"Hoàn thiện, lành mạnh",Adj/Verb,Kiến=hoàn thiện + Toàn=toàn vẹn
1473,HSK 5,健壮,Robust / Healthy / Sturdy,"Khỏe mạnh, cường tráng",Adj,Kiến=khỏe mạnh + Tráng=cường tráng
1474,HSK 5,偿还,Repay / Pay Back / Discharge,"Trả nợ, hoàn trả",Verb,Thường=hoàn trả + Hoàn=trả lại
1475,HSK 5,傲慢,Arrogant / Haughty / Overbearing,"Kiêu ngạo, ngạo mạn",Adj,傲 = kiêu ngạo + 慢 = chậm
1476,HSK 5,克制,Restrain / Control / Self-control / Forbear,"Khắc chế, kiềm chế",Verb/Noun,Khắc=kiềm chế + Chế=kiểm soát
1477,HSK 5,克服,Overcome / Conquer / Defeat / Get Over,"Khắc phục, vượt qua",Verb,Khắc=chiếm lĩnh + Phục=chiến thắng
1478,HSK 5,具体,Concrete / Specific / Detailed / Particular,"Cụ thể, chi tiết",Adj,Cù=toàn bộ + Thể=hình thể
1479,HSK 5,具备,Possess / Have / Be Provided With,"Có, sở hữu, đáp ứng đủ",Verb,Cù=đầy đủ + Bị=có
1480,HSK 5,具有,Have / Possess / Be Provided With,"Có, mang lại",Verb,Cù=có + Hữu=sở hữu
1481,HSK 5,决策,Make Policy / Decision / Strategic Decision,"Quyết sách, ra quyết định",Verb/Noun,Quyết=quyết định + Sách=chiến lược
1482,HSK 5,决议,Resolution / Decision / Resolve,"Nghị quyết, quyết định",Noun,Quyết=quyết định + Nghị=nghị luận
1483,HSK 5,冷淡,Cold / Indifferent / Unfriendly / Cheerless,"Lạnh nhạt, thờ ơ",Adj,Lãnh=lạnh lùng + Đạm=nhạt nhẽo
1484,HSK 5,冷漠,Indifferent / Unconcerned / Cold / Cool,"Thờ ơ, lạnh nhạt",Adj,Lãnh=lạnh lùng + Mạc=thờ ơ
1485,HSK 5,冷静,Calm / Cool / Sober / Calmness,"Bình tĩnh, lạnh lùng",Adj,Lãnh=lạnh lùng + Tĩnh=yên tĩnh
1486,HSK 5,凉爽,Cool / Pleasantly Cool / Refreshing,"Mát mẻ, dễ chịu",Adj,Lương=mát mẻ + Thường=mát mẻ
1487,HSK 5,剥夺,Deprive / Expropriate / Strip,"Tước đoạt, tước bỏ",Verb,Bóc=tước bỏ + Đoạt=chiếm đoạt
1488,HSK 5,劳累,Tired / Exhausted / Fatigued / Weary,"Mệt mỏi, vất vả",Adj,Lão=vất vả + Lỗi=mệt mỏi
1489,HSK 5,叫喊,Shout / Yell / Cry Out,"Kêu la, la hét",Verb/Noun,Giảo=la hét + Hãn=kêu to
1490,HSK 5,可靠,Reliable / Credible / Trustworthy / Dependable,"Đáng tin cậy, đáng tin",Adj,Khả=khả năng + Tin=tin tưởng
1491,HSK 5,呆板,Stiff / Rigid / Inflexible,"Cứng nhắc, không linh hoạt",Adj,呆 = ngơ ngác + 板 = tấm gỗ
1492,HSK 5,坚决,Firm / Resolute / Determined / Resolved,"Kiên quyết, chắc chắn",Adj,Kiến=kiên quyết + Quyết=quyết đoán
1493,HSK 5,坚固,Firm / Solid / Sturdy / Durable,"Chắc chắn, kiên cố",Adj,Kiến=kiên cố + Cố=chắc chắn
1494,HSK 5,坚定,Firm / Resolute / Steadfast / Staunch,"Kiên định, kiên quyết",Adj/Verb,Kiến=kiên cố + Định=chắc chắn
1495,HSK 5,坚强,Strong / Firm / Staunch / Resolute,"Kiên cường, mạnh mẽ",Adj,Kiến=kiên cường + Cường=mạnh mẽ
1496,HSK 5,基础,Foundation / Base / Basis / Fundamental,"Nền tảng, cơ sở",Noun/Adj,Cơ=cơ sở + Sở=nguyên sơ
1497,HSK 5,奔赴,Rush To / Hurry Toward / Journey To,"Vội vàng hướng về, lao tới",Verb,Bôn=chạy vội + phó=đi đến
1498,HSK 5,奥妙,Profound / Secret / Subtlety,"Sâu sắc, bí ẩn, điều huyền diệu",Adj/Noun,奥 = sâu kín + diệu=diệu kỳ
1499,HSK 5,安分,Behave Disciplined / Know One's Place,"An phận, biết giới hạn",Phrase,安 = an + 分 = phận
1500,HSK 5,安定,Stable / Settled / Calm,"Ổn định, an tâm",Adj/Verb,安 = an + 定 =định
1501,HSK 5,安心,Feel At Ease / Assured / Set One's Mind At Rest,"An tâm, yên tâm",Phrase,安 = an + 心 = tim
1502,HSK 5,安抚,Console / Soothe / Pacify,"An ủi, vỗ về",Verb,安 = an + 抚 = vuốt ve
1503,HSK 5,安放,Lay / Place / Put In A Certain Position,"Đặt, để cẩn thận",Verb,安 = an + 放 =đặt
1504,HSK 5,安然,Safe / Sound / Peacefully,"An toàn, an nhiên",Adv,安 = an + nhiên=nhiên
1505,HSK 5,安置,Arrange For / Install / Emplace,"Bố trí, sắp xếp, lắp đặt",Verb,安 = an + 置 =đặt
1506,HSK 5,安闲,Leisurely / Peaceful And Carefree,"Thanh nhàn, tự tại",Adj,安 = an + 闲 = rảnh rỗi
1507,HSK 5,安顿,Arrange / Find A Place For / Settled,"Sắp xếp, ổn định",Verb/Adj,安 = an + 顿 = dừng
1508,HSK 5,宝贵,Valuable / Precious / Costly,"Quý giá, quý báu",Adj,Bảo=bảo + quý=quý
1509,HSK 5,客观,Objective / Impartial / Reality,"Khách quan, sự thật khách quan",Adj/Noun,Khách=khách thể + Quan=quan sát
1510,HSK 5,家务,Housework / Household Duties,"Việc nhà, công việc gia đình",Noun,Gia=gia đình + Vụ=công việc
1511,HSK 5,宽容,Tolerant / Lenient / Forgiving / Magnanimous,"Khoan dung, rộng lượng",Adj/Noun,Khoan=khoan dung + Dung=chấp nhận
1512,HSK 5,宽阔,Broad / Wide / Spacious / Extensive,"Rộng rãi, rộng lớn",Adj,Khoan=rộng rãi + Khoát=rộng mở
1513,HSK 5,密切,Close / Careful / Intimate / Closely,"Mật thiết, chặt chẽ",Adj/Mật=kết nối + Thiết=gắn bó,
1514,HSK 5,尝试,Attempt / Try / Endeavor,"Thử, cố gắng thử",Verb/Noun,Thường=thử + Thức=cách thức
1515,HSK 5,岸,Bank / Shore / Coast,"Bờ sông, bờ biển",Noun,山 = núi + 厂 = nhà
1516,HSK 5,崛起,Rise / Spring Up / Emerge,"Trỗi dậy, phát triển mạnh",Verb,Kiệt=trỗi dậy + Khởi=bắt đầu
1517,HSK 5,崩溃,Collapse / Crash / Break Down,"Đổ vỡ, sụp đổ",Verb/Noun,Bôn=tan vỡ + khuất=sụp xuống
1518,HSK 5,差别,Difference / Disparity / Distinction,"Sự khác biệt, chênh lệch",Noun,Chia=khác nhau + Biệt=phân biệt
1519,HSK 5,差错,Mistake / Error / Slip / Accident,"Sai sót, lỗi lầm",Noun,Chia=sai + Tháp=sai sót
1520,HSK 5,常规,Convention / Rule / Routine,"Quy ước, thông lệ, quy luật thông thường",Noun,Thông=thường + Quy=quy tắc
1521,HSK 5,建议,Suggest / Propose / Suggestion,"Đề xuất, kiến nghị",Verb/Noun,Kiến=đề xuất + Nghị=nghị luận
1522,HSK 5,建设,Build / Construct / Construction,"Xây dựng, kiến thiết",Verb/Noun,Kiến=xây dựng + Thiết=thiết lập
1523,HSK 5,开幕,Open / Inaugurate / Opening Ceremony,"Mở màn, khai mạc",Verb/Noun,Khai=mở ra + Mạc=màn
1524,HSK 5,开拓,Open Up / Reclaim / Develop / Pioneer,"Mở rộng, khai phá",Verb,Khai=mở ra + Thác=khai thác
1525,HSK 5,开朗,Sanguine / Optimistic / Bright / Cheerful,"Vui vẻ, cởi mở, lạc quan",Adj,Khai=mở ra + Lãng=thoáng đãng
1526,HSK 5,开阔,Open / Wide / Broaden / Expand,"Mở rộng, khoáng đạt",Adj/Verb,Khai=mở ra + Khoát=rộng mở
1527,HSK 5,彼此,Each Other / One Another / Both Sides,"Nhau, hai bên",Pron,Bỉ=bên kia + Thứ=bên này
1528,HSK 5,必然,Inevitably / Necessarily / Certain,"Chắc chắn, nhất định",Adj/Adv,Bắt=chắc chắn + Nhiên=nhiên
1529,HSK 5,必需,Essential / Necessary / Indispensable,"Cần thiết, bắt buộc",Adj,Bắt=buộc + Cần=cần thiết
1530,HSK 5,急忙,Hurriedly / Hastily / In A Great Hurry,"Vội vàng, gấp gáp",Adv,Cấp=vội vàng + Mang=vội vã
1531,HSK 5,恐惧,Fear / Dread / Terror / Be Afraid Of,"Sợ hãi, kinh hãi",Verb/Noun,Khủng=kinh hãi + Cụ=sợ hãi
1532,HSK 5,恐慌,Panic / Scared / Terrified / Panic-stricken,"Hoảng sợ, hoảng loạn",Adj/Noun,Khủng=kinh hãi + Hoàng=hoảng sợ
1533,HSK 5,悲伤,Sad / Sorrowful / Grieving,"Buồn bã, đau buồn",Adj/Noun,Bi=bi thương + thương=đau thương
1534,HSK 5,悲剧,Tragedy / Tragic Drama,Bi kịch,Noun,Bi=bi thương + kịch=kịch bản
1535,HSK 5,悲痛,Deep Sorrow / Grief / Sadness,"Đau thương, đau buồn",Noun/Adj,Bi=bi thương + thống=đau đớn
1536,HSK 5,悲观,Pessimistic,Bi quan,Adj,Bi=bi thương + quan=nhìn nhận
1537,HSK 5,惊奇,Surprised / Amazed / Wonder,"Ngạc nhiên, kinh ngạc",Adj/Noun,Kinh=ngạc nhiên + Kỳ=kỳ lạ
1538,HSK 5,惊慌,Alarmed / Scared / Panic,"Hoảng sợ, kinh hoàng",Adj/Noun,Kinh=kinh ngạc + Hoàng=hoảng sợ
1539,HSK 5,惭愧,Ashamed / Guilty / Shamefaced,"Xấu hổ, hối hận",Adj,Tàm=xấu hổ + Khối=cảm thấy
1540,HSK 5,懊恼,Annoyed / Upset / Vexed,"Buồn bực, phiền muộn",Adj,懊 = phiền muộn + nảo=khó xử
1541,HSK 5,懊悔,Regret / Remorse / Repent,"Hối hận, hối tiếc",Verb/Noun,懊 = hối hận + hận=oán hận
1542,HSK 5,扩充,Expand / Enlarge / Extend / Augment,"Mở rộng, bổ sung thêm",Verb,Khoa=mở rộng + Sung=bổ sung
1543,HSK 5,抱怨,Complain / Grumble / Murmur,"Phàn nàn, oán trách",Verb/Noun,Báo=báo + oán=oán trách
1544,HSK 5,抱歉,Apologize / Sorry / Regret,"Xin lỗi, xin thứ lỗi",Verb/Adj,Báo=báo + khiếm=thiếu sót
1545,HSK 5,抱负,Aspiration / Ambition / Lofty Aim,"Chí hướng, hoài bão",Noun,Báo=báo + phụ=phụ
1546,HSK 5,拆开,Take Apart / Open / Unpack,"Mở ra, tách ra",Verb,Chài=mở ra + Khai=mở ra
1547,HSK 5,拆除,Demolish / Dismantle / Remove,"Tháo dỡ, phá dỡ",Verb,Chài=tháo ra + Chú=tháo bỏ
1548,HSK 5,按,Press / Push / According To,"Nhấn, bấm, theo",Verb/Prep,扌 = tay + 安 = an
1549,HSK 5,按期,On Schedule / On Time,"Đúng kỳ hạn, đúng lịch",Adv,按 =đúng + 期 = kỳ hạn
1550,HSK 5,按理,According To Reason / Normally,"Theo lý lẽ, thông thường",Phrase,按 = theo + 理 = lẽ
1551,HSK 5,接受,Accept / Take / Receive / Admit,"Chấp nhận, tiếp nhận",Verb,Tiếp=tiếp nhận + Thụ=nhận lấy
1552,HSK 5,接待,Receive / Admit / Reception,"Tiếp đón, đón tiếp",Verb/Noun,Tiếp=tiếp nhận + Đón=đón tiếp
1553,HSK 5,接触,Contact / Touch / Come Into Contact With,"Tiếp xúc, tiếp cận",Verb/Noun,Tiếp=tiếp nhận + Xúc=xúc chạm
1554,HSK 5,接近,Be Close To / Near / Approach,"Tiếp cận, gần gũi",Verb/Adj,Tiếp=tiếp cận + Cận=gần gũi
1555,HSK 5,接连,In Succession / One After Another / Running,"Tiếp nối, liên tiếp",Adv,Tiếp=tiếp theo + Liên=liên tục
1556,HSK 5,揭示,Uncover / Reveal / Show / Announce,"Tiết lộ, bày tỏ",Verb,Kiết=lộ ra + Thị=chỉ ra
1557,HSK 5,搏斗,Fight / Struggle / Wrestle,"Đấu tranh, vật lộn",Verb/Noun,Bác=đấu tranh + Đấu=chiến đấu
1558,HSK 5,操心,Worry About / Take Pains Over / Concern,"Lo lắng, tốn tâm tư",Phrase,Thao=vất vả + Tâm=tâm trí
1559,HSK 5,操纵,Operate / Control / Manipulate,"Điều khiển, thao túng",Verb,Thao=thao tác + Túng=điều khiển
1560,HSK 5,敬意,Respect / Tribute / Honor,"Sự kính trọng, lòng kính trọng",Noun,Kính=kính trọng + Ý=tư tưởng
1561,HSK 5,暗示,Hint / Suggestion / Implied,"Gợi ý, ám chỉ, ngụ ý",Verb/Noun,暗 =ám chỉ + thị=chỉ ra
1562,HSK 5,机智,Quick-witted / Resourceful / Tactful,Thông minh và khéo léo,Adj,Cơ=linh hoạt + Trí=trí tuệ
1563,HSK 5,机灵,Clever / Smart / Sharp / Alert,"Thông minh, lanh lợi",Adj,Cơ=linh hoạt + Linh=thông minh
1564,HSK 5,来历,Origin / Source / Past Experience / Background,"Lịch sử, nguồn gốc",Noun,Lại=đến + Lịch=quá khứ
1565,HSK 5,来往,Come And Go / Contact / Dealings,"Đi lại, quan hệ giao thiệp",Verb/Noun,Lai=đến + Vãng=đi đi
1566,HSK 5,来源,Source / Origin / Root / Provenance,"Nguồn gốc, xuất xứ",Noun,Lai=nguồn + Nguyên=bắt nguồn
1567,HSK 5,极端,Extreme / Exceedingly / Uttermost,"Cực độ, cực kỳ",Adj/Noun,Cực=cực độ + Đoạn=mức độ
1568,HSK 5,枯燥,Dull / Dry / Uninteresting / Tedious,"Nhàm chán, khô khan",Adj,Khô=khô khan + Tảo=thiếu hấp dẫn
1569,HSK 5,标志,Sign / Mark / Symbol / Indicate,"Dấu hiệu, biểu thị",Noun/Verb,Tiêu=dấu ấn + Chí=đặc trưng
1570,HSK 5,案情,Details Of A Case / Case,"Chi tiết vụ án, tình tiết vụ án",Noun,案 = vụ án + tình=tình hình
1571,HSK 5,步伐,Step / Pace / March,"Bước đi, nhịp độ phát triển",Noun,Bước=bước chân + Pháp=phương pháp
1572,HSK 5,残留,Remain / Be Left Over / Residue,"Còn sót, còn lại",Verb/Noun,Tàn=tàn dư + Lưu=lưu lại
1573,HSK 5,残酷,Cruel / Brutal / Merciless,"Thảm khốc, tàn nhẫn",Adj,Thương=tàn nhẫn + Khốc=khốc liệt
1574,HSK 5,毕竟,After All / All In All / Ultimately,"Rốt cuộc, xét cho cùng",Adv,Bích=rốt cuộc + Kinh=đến cùng
1575,HSK 5,沮丧,Dejected / Depressed / Dispirited,"Chán nản, thất vọng",Adj/Noun,Cư=thất bại + Tang=buồn bã
1576,HSK 5,波动,Fluctuate / Wave / Undulate,"Biến động, dao động",Verb/Noun,Ba=động + Động=chuyển động
1577,HSK 5,波涛,Great Waves / Billows,"Đợt sóng, sóng lớn",Noun,Ba=sóng + Thao=động đậy
1578,HSK 5,渴望,Long For / Yearn For / Eager / Desire,"Mong mỏi, khao khát",Verb/Noun,Kha=khao khát + Vọng=mong muốn
1579,HSK 5,满足,Satisfy / Meet / Content / Satisfaction,"Đáp ứng, hài lòng",Verb/Noun,Mãn=đầy đủ + Túc=đầy đủ
1580,HSK 5,激动,Excite / Stir / Agitate / Emotional,"Kích động, xúc động",Verb/Adj,Kích=kích thích + Động=xúc động
1581,HSK 5,激情,Passion / Enthusiasm / Fervor / Emotion,"Niềm đam mê, xúc cảm mãnh liệt",Noun,Kích=kích thích + Tình=cảm xúc
1582,HSK 5,激烈,Intense / Fierce / Violent / Sharp,"Kịch liệt, dữ dội",Adj,Kịch=mãnh liệt + Liệt=mãnh liệt
1583,HSK 5,爱惜,Cherish / Treasure / Spare,"Trân trọng, quý trọng",Verb,爱 = yêu + 惜 = tiếc
1584,HSK 5,爱慕,Adore / Admire / Love,"Ngưỡng mộ, yêu mến",Verb/Noun,爱 = yêu + 慕 = ngưỡng mộ
1585,HSK 5,爱戴,Love And Esteem,Yêu mến và kính trọng,Verb/Noun,爱 = yêu + 戴 =đeo
1586,HSK 5,爱护,Cherish / Protect / Take Care Of,"Yêu quý, bảo vệ",Verb,爱 = yêu + 护 = bảo vệ
1587,HSK 5,牢固,Firm / Secure / Solid / Fast,"Chắc chắn, vững chắc",Adj,Lão=vững chãi + Cố=chắc chắn
1588,HSK 5,牢骚,Complaint / Grievance / Grumble,"Phàn nàn, lời phàn nàn",Noun/Lão=phàn nàn + Sảo=lời than,
1589,HSK 5,理性,Rational / Reason / Rationality,"Lý tính, hợp lý",Noun/Adj,Lý=lý trí + Tính=tính chất
1590,HSK 5,界限,Limit / Boundary / Dividing Line,"Giới hạn, ranh giới",Noun,Giới=giới hạn + Hạn=ngưỡng
1591,HSK 5,祝贺,Congratulate / Offer Congratulations,"Chúc mừng, chúc tụng",Verb,Chúc=chúc phúc + Hạ=đến
1592,HSK 5,禁止,Prohibit / Ban / Forbid / Enjoin,"Cấm, ngăn cấm",Verb,Kim=cấm + Chỉ=chỉ đạo
1593,HSK 5,离别,Part / Leave / Bid Farewell / Parting,"Chia ly, tách biệt",Verb/Noun,Ly=tách biệt + Biệt=chia xa
1594,HSK 5,离奇,Odd / Strange / Fantastic / Bizarre,"Kỳ lạ, khó tin",Adj,Ly=khác thường + Kỳ=kỳ lạ
1595,HSK 5,积累,Accumulate / Sum / Stockpile / Pile Up,"Tích lũy, dồn lại",Verb/Noun,Tích=tích lũy + Lũy=tích lũy
1596,HSK 5,究竟,Actually / Exactly / After All,"Rốt cuộc, cuối cùng",Adv/Noun,Cứu=nguồn gốc + Kính=đến cùng
1597,HSK 5,空前,Unprecedented / Unmatched / Unrivaled,"Không tiền lệ, chưa từng có",Adj,Không=không + Tiền=trước đây
1598,HSK 5,空洞,Empty / Hollow / Void / Superficial,"Trống rỗng, không có nội dung",Adj,Không=trống + Động=hư vô
1599,HSK 5,立体,Three-dimensional / Stereoscopic / Cubic,"Ba chiều, không gian",Adj,Lập=khối + Thể=hình thể
1600,HSK 5,立场,Position / Standpoint / Stand / Stance,"Lập trường, quan điểm",Noun,Lập=xây dựng + Trường=vị trí
1601,HSK 5,立方,Cube / Cubic / Third Power,"Lập phương, hình khối",Noun,Lập=khối + Phương=hình khối
1602,HSK 5,竭力,Do One's Utmost / Exert Oneself To The Full,"Cố gắng hết sức, tận lực",Phrase,Kiệt=tận cùng + Lực=sức lực
1603,HSK 5,笔直,Straight / Straight As An Arrow,Thẳng tắp,Adj,Bút=bút + Trực=thẳng
1604,HSK 5,简直,Simply / Absolutely / At All / Virtually,"Thực ra, hoàn toàn",Adv,Giản=đơn giản + Trực=thẳng thắn
1605,HSK 5,简要,Concise / Brief / And To The Point,"Tóm tắt, súc tích",Adj,Giản=tóm tắt + Yếu=yếu chính
1606,HSK 5,精心,Meticulous / Painstaking / Elaborate,"Tỉ mỉ, chu đáo, hết sức cẩn thận",Adj,Kinh=tinh vi + Tâm=tâm trí
1607,HSK 5,精通,Master / Be Proficient In / Mastery,"Thông thạo, tinh thông",Verb/Adj,Kinh=tinh thông + Thông=thông suốt
1608,HSK 5,紧密,Close / Tight / Inseparable / Intimate,"Chặt chẽ, mật thiết",Adj,Khẩn=kết hợp + Mật=mật thiết
1609,HSK 5,紧急,Urgent / Pressing / Emergency / Critical,"Cấp bách, khẩn cấp",Adj,Khẩn=khẩn trương + Cấp=cấp bách
1610,HSK 5,纠正,Correct / Rectify / Redress / Put Right,"Sửa đúng, chỉnh sửa",Verb,Chính=chính xác + Chính=sửa chữa
1611,HSK 5,纠纷,Dispute / Disagreement / Dispute / Trouble,"Tranh chấp, tranh tụng",Noun,Kêu=tranh chấp + Phân=phân chia
1612,HSK 5,经历,Experience / Undergo / Go Through,"Trải qua, kinh nghiệm",Verb/Noun,Kinh=đi qua + Lịch=quá khứ
1613,HSK 5,经受,Endure / Withstand / Stand / Experience,"Chịu đựng, trải qua",Verb,Kinh=trải qua + Thụ=chịu đựng
1614,HSK 5,结局,Ending / Outcome / Result / Finale,"Kết cục, kết quả",Noun,Kết=kết thúc + Cục=cục diện
1615,HSK 5,结晶,Crystallize / Crystal / Fruit / Product,"Kết tinh, thành quả",Verb/Noun,Kết=kết hợp + Tinh=tinh thể
1616,HSK 5,结论,Conclusion / Verdict / Summarize,"Kết luận, luận điểm",Noun,Kết=kết thúc + Luận=luận điểm
1617,HSK 5,绝望,Despair / Hopelessness / Desperate,"Tuyệt vọng, mất hy vọng",Adj/Noun,Quyết=tuyệt đối + Vọng=hy vọng
1618,HSK 5,编号,Serial Number / Numbering,"Số thứ tự, đánh số",Noun/Biàn=chuỗi + Hào=số hiệu,
1619,HSK 5,美好,Beautiful / Fine / Happy / Lovely,"Tốt đẹp, tuyệt vời",Adj,Mỹ=đẹp đẽ + Hảo=tốt đẹp
1620,HSK 5,美观,Beautiful To Look At / Elegant / Aesthetically Pleasing,"Đẹp mắt, thẩm mỹ",Adj/Noun,Mỹ=thẩm mỹ + Quan=nhìn thấy
1621,HSK 5,考察,Inspect / Investigate / On-the-spot Investigation,"Khảo sát, kiểm tra",Verb/Noun,Khảo=khảo sát + Sát=kiểm tra thực tế
1622,HSK 5,考验,Test / Trial / Ordeal / Put To The Test,"Thử thách, kiểm tra",Verb/Noun,Khảo=thử nghiệm + Nghiệm=kiểm chứng
1623,HSK 5,联盟,Alliance / Coalition / League / Union,"Liên minh, liên kết",Noun,Liên=liên kết + Minh=hiệp lực
1624,HSK 5,联络,Get In Touch / Contact / Liaison,"Liên lạc, giữ liên lạc",Verb/Noun,Liên=kết nối + Lạc=kết nối
1625,HSK 5,背,Back / Reverse / Turn Away / Carry On Back,"Lưng, quay lưng, vác",Noun/Verb,Bắc=bắc + nguyệt=thịt
1626,HSK 5,背叛,Betray / Defect / Treachery,"Phản bội, phản trắc",Verb/Noun,Bối=lưng + phản=phản
1627,HSK 5,背后,Behind / Back / In Secret,"Đằng sau, sau lưng",Phrase,Sau=lưng + diện=bên
1628,HSK 5,背景,Background / Backdrop / Context,"Bối cảnh, nền tảng",Noun,Bối=bối + cảnh=khung cảnh
1629,HSK 5,背面,Back Side / Reverse / Rear,"Mặt sau, mặt lưng",Noun,Bối=lưng + diện=mặt
1630,HSK 5,良心,Conscience,"Lương tâm, lương tri",Noun,Lương=tâm trí + Tâm=tâm
1631,HSK 5,艰苦,Arduous / Difficult / Hard / Tough,"Gian khổ, khó khăn",Adj,Kiến=gian khổ + Khổ=khổ sở
1632,HSK 5,艰难,Difficult / Hard / Arduous / Rough,"Gian nan, khó khăn",Adj,Kiến=gian nan + Nam=khó khăn
1633,HSK 5,节省,Save / Economize / Use Sparingly,"Tiết kiệm, tiết giảm",Verb/Noun,Tiết=tiết giảm + Sinh=sinh ra
1634,HSK 5,苍白,Pale / Pallid / Feeble,"Xanh xao, nhợt nhạt",Adj,Thương=màu da + Bạch=trắng
1635,HSK 5,苍茫,Vast / Boundless / Indistinct,"Bát ngát, bao la",Adj,Thương=xanh thẳm + Mang=mờ mờ
1636,HSK 5,苦恼,Distressed / Worried / Trouble / Vexed,"Khổ sở, phiền muộn",Adj/Noun,Khổ=khổ đau + Não=phiền muộn
1637,HSK 5,草率,Careless / Rash / Sloppy,"Vội vã, qua loa, thiếu cẩn thận",Adj,Thảo=thô sơ + Suất=thái độ
1638,HSK 5,落后,Fall Behind / Backward / Lag,"Tụt hậu, đi sau",Verb/Adj,Lạc=tụt lại + Hậu=phía sau
1639,HSK 5,薄弱,Weak / Frail / Flimsy,"Yếu kém, mỏng manh",Adj,Bạc=mỏng + Nhược=yếu ớt
1640,HSK 5,街头,Street Corner / Street / Roadway,"Đường phố, góc đường",Noun,Giai=đường phố + Đầu=đầu đường
1641,HSK 5,补偿,Compensate / Make Up / Offset,"Bồi thường, bù đắp",Verb/Noun,Bù=bù đắp + Thường=thường lệ
1642,HSK 5,补充,Supplement / Add / Complement / Replenish,"Bổ sung, thêm vào",Verb/Noun,Bổ=thêm vào + Sung=đầy đủ
1643,HSK 5,补助,Subsidy / Aid / Grant,"Trợ cấp, hỗ trợ tài chính",Noun,Bổ=thêm vào + Trợ=giúp đỡ
1644,HSK 5,表彰,Cite / Commend / Honor,"Khen thưởng, biểu dương thành tích",Verb/Noun,Chủ=biểu dương + Chương=chương trình
1645,HSK 5,表情,Expression / Look / Facial Expression,"Biểu cảm, nét mặt",Noun,Biểu=bày tỏ + Tình=cảm xúc
